pickup_datetime,ntacode,borough,user_rating,age,male,passenger_count
2014-04-30 19:25:00,MN13,Manhattan,1.82,24.229624915903393,False,1.0
2014-04-07 23:32:00,MN25,Manhattan,3.62,45.964825738694586,True,1.0
2014-04-16 19:26:00,MN19,Manhattan,2.02,41.101611530120316,False,1.0
2014-04-20 20:35:00,QN98,Queens,3.34,45.5635638201625,True,1.0
2014-04-27 20:44:00,MN13,Manhattan,2.87,41.88593252353822,True,2.0
2014-04-09 06:39:00,MN32,Manhattan,4.4,48.22374742743273,True,2.0
2014-04-23 14:06:00,MN12,Manhattan,4.11,39.22745348360257,True,2.0
2014-04-15 21:38:00,BK78,Brooklyn,1.55,35.93283359902048,False,2.0
2014-04-08 15:57:00,MN25,Manhattan,2.38,43.11474144559449,True,1.0
2014-04-24 07:20:00,MN14,Manhattan,5.0,31.68367399526081,False,3.0
2014-04-30 09:23:00,MN40,Manhattan,2.57,30.597923043764357,True,4.0
2014-04-22 07:37:00,MN12,Manhattan,4.08,37.72712066479619,False,1.0
2014-04-28 17:37:00,QN70,Queens,4.35,23.367795958615986,True,1.0
2014-04-29 17:08:00,MN19,Manhattan,4.75,31.96278199628479,False,1.0
2014-04-22 20:31:00,MN17,Manhattan,2.06,31.704293040729183,False,1.0
2014-04-02 20:00:00,MN17,Manhattan,2.75,54.98090146447976,True,1.0
2014-04-21 20:58:00,BK68,Brooklyn,2.79,39.156066958126885,False,1.0
2014-04-10 23:24:00,MN25,Manhattan,3.95,45.14094761871232,False,1.0
2014-04-21 07:49:00,MN13,Manhattan,3.85,28.936974576295782,False,1.0
2014-04-15 17:25:00,MN17,Manhattan,2.89,40.3226818633601,True,1.0
2014-04-15 07:25:00,MN15,Manhattan,3.8,31.484991443917668,False,1.0
2014-04-25 18:16:00,MN13,Manhattan,3.78,32.438448767676796,False,1.0
2014-04-22 10:12:00,MN25,Manhattan,2.61,36.21506209939239,False,1.0
2014-04-12 21:44:00,BK76,Brooklyn,1.52,48.81830709680733,False,5.0
2014-04-29 07:25:00,MN12,Manhattan,4.19,37.75034115468845,True,1.0
2014-04-05 01:17:00,MN33,Manhattan,2.14,35.25732857198114,False,1.0
2014-04-18 10:46:00,MN25,Manhattan,2.86,58.59681403560829,False,1.0
2014-04-28 05:26:00,QN98,Queens,1.72,19.233924649251364,False,1.0
2014-04-07 06:13:00,MN12,Manhattan,1.83,48.35272899864837,True,3.0
2014-04-07 17:13:00,MN17,Manhattan,3.86,36.27995406065376,False,2.0
2014-04-08 15:43:00,MN13,Manhattan,4.95,39.541493795751094,True,1.0
2014-04-04 14:39:00,MN17,Manhattan,4.49,47.34165229004293,True,1.0
2014-04-11 16:35:00,BX29,Bronx,2.16,45.908156207902614,False,1.0
2014-04-27 03:55:00,MN17,Manhattan,1.85,34.88758575052336,False,1.0
2014-04-23 18:48:00,MN17,Manhattan,3.43,29.143255986377667,False,2.0
2014-04-26 20:04:00,MN25,Manhattan,2.18,57.72996151998521,True,2.0
2014-04-19 21:34:00,QN20,Queens,1.75,49.711451856884935,True,1.0
2014-04-12 08:12:00,MN31,Manhattan,3.23,36.12139607143919,False,1.0
2014-04-25 21:53:00,MN40,Manhattan,3.07,43.7498146552911,True,2.0
2014-04-29 17:25:00,MN13,Manhattan,2.85,46.94457621582508,False,2.0
2014-04-04 16:38:00,MN17,Manhattan,3.25,33.63014934283288,True,1.0
2014-04-16 21:58:00,MN25,Manhattan,1.67,39.59462985509037,False,1.0
2014-04-24 14:42:00,MN17,Manhattan,3.15,35.16681727410436,False,1.0
2014-04-09 20:43:00,MN17,Manhattan,4.13,57.30223183614537,False,1.0
2014-04-17 17:48:00,MN17,Manhattan,3.53,26.203815638948257,False,2.0
2014-04-16 15:16:00,MN25,Manhattan,1.07,24.138948628250624,True,1.0
2014-04-11 07:09:00,BK76,Brooklyn,4.11,27.979079039424292,False,1.0
2014-04-03 15:41:00,MN31,Manhattan,2.72,21.422019535783072,False,3.0
2014-04-13 09:59:00,BX22,Bronx,1.26,66.60492776624537,True,2.0
2014-04-27 19:29:00,BK73,Brooklyn,4.41,47.38817869946012,True,1.0
2014-04-10 17:23:00,MN20,Manhattan,3.38,46.88295667354786,True,1.0
2014-04-30 21:43:00,MN17,Manhattan,1.62,41.635297969435435,False,1.0
2014-04-24 17:56:00,MN17,Manhattan,1.7,35.4602005789449,True,1.0
2014-04-09 18:19:00,MN40,Manhattan,2.41,40.53958180917831,False,1.0
2014-04-04 19:15:00,MN15,Manhattan,4.88,34.33226825536909,False,1.0
2014-04-26 01:58:00,MN15,Manhattan,1.93,48.57584208645704,False,1.0
2014-04-12 10:54:00,MN14,Manhattan,4.74,43.2054958685945,False,1.0
2014-04-17 18:03:00,MN25,Manhattan,2.94,42.292510642717296,True,1.0
2014-04-22 09:37:00,MN31,Manhattan,3.47,36.601458523689004,True,1.0
2014-04-01 09:32:00,MN19,Manhattan,2.61,20.457518408022242,True,2.0
2014-04-14 18:22:00,QN98,Queens,2.43,38.38000502346715,False,1.0
2014-04-28 10:04:00,MN33,Manhattan,2.89,35.88499072299005,True,1.0
2014-04-02 11:23:00,MN17,Manhattan,3.46,29.23941577307302,True,1.0
2014-04-12 17:44:00,MN20,Manhattan,4.01,44.95840805714747,True,3.0
2014-04-15 21:35:00,MN21,Manhattan,1.87,42.9569178863277,False,1.0
2014-04-29 17:30:00,MN13,Manhattan,2.04,20.840593164522975,False,1.0
2014-04-21 08:21:00,MN40,Manhattan,4.07,47.99227910498659,True,3.0
2014-04-06 16:50:00,MN17,Manhattan,3.94,49.913686215091694,True,2.0
2014-04-04 17:11:00,MN40,Manhattan,3.89,38.56925232290149,False,1.0
2014-04-30 08:18:00,MN32,Manhattan,1.68,33.81746250419568,False,1.0
2014-04-07 17:09:00,MN17,Manhattan,1.56,44.629299651753605,True,1.0
2014-04-14 14:52:00,MN12,Manhattan,4.05,41.815886615826585,False,1.0
2014-04-15 19:28:00,MN19,Manhattan,4.79,46.2274397117643,True,1.0
2014-04-16 20:44:00,MN17,Manhattan,2.89,47.78798492120935,False,1.0
2014-04-29 17:07:00,MN25,Manhattan,2.1,60.918386727655246,False,4.0
2014-04-25 15:21:00,MN13,Manhattan,2.69,23.13472802540018,False,1.0
2014-04-12 17:12:00,MN17,Manhattan,1.28,39.33379364689316,False,1.0
2014-04-26 12:53:00,MN17,Manhattan,4.94,26.568693765641193,False,1.0
2014-04-30 19:34:00,MN17,Manhattan,1.23,43.672248403746345,False,2.0
2014-04-13 13:14:00,MN31,Manhattan,4.11,36.25533476333758,True,1.0
2014-04-09 07:52:00,MN13,Manhattan,1.85,40.68247941236697,False,1.0
2014-04-29 18:41:00,BK73,Brooklyn,2.13,51.298862714613946,True,3.0
2014-04-03 17:00:00,MN13,Manhattan,1.4,48.02123673284349,False,1.0
2014-04-04 22:35:00,MN34,Manhattan,4.1,37.383460600661394,False,1.0
2014-04-22 17:17:00,MN17,Manhattan,1.0,45.627424483603356,True,1.0
2014-04-17 07:52:00,MN21,Manhattan,4.21,40.78273168980888,True,1.0
2014-04-21 13:59:00,BK61,Brooklyn,4.16,22.63636409372205,False,1.0
2014-04-26 15:11:00,BK73,Brooklyn,4.94,38.9321080853043,False,2.0
2014-04-26 20:35:00,MN17,Manhattan,3.98,23.59169180678208,False,3.0
2014-04-04 14:06:00,MN15,Manhattan,2.27,24.150503425566395,False,1.0
2014-04-23 21:43:00,BK76,Brooklyn,1.3,30.13523472038626,True,1.0
2014-04-18 21:42:00,BX05,Bronx,1.49,41.84888278700199,False,1.0
2014-04-15 18:15:00,MN19,Manhattan,1.96,43.76003763254535,False,4.0
2014-04-11 14:38:00,QN31,Queens,2.21,31.04245115574594,True,1.0
2014-04-19 07:17:00,BK90,Brooklyn,4.84,43.896294348948224,True,1.0
2014-04-24 12:39:00,MN31,Manhattan,4.65,34.63806955358833,False,1.0
2014-04-17 21:23:00,MN40,Manhattan,3.26,36.61856884442412,True,1.0
2014-04-12 11:38:00,MN19,Manhattan,4.0,40.014189708274024,False,3.0
2014-04-28 05:24:00,BK09,Brooklyn,3.93,42.302600600606375,True,3.0
2014-04-25 08:34:00,MN12,Manhattan,1.38,34.931466595255145,False,1.0
2014-04-12 18:23:00,MN09,Manhattan,4.17,40.64164443748973,True,1.0
2014-04-17 09:29:00,MN99,Manhattan,2.98,45.31627221435051,False,1.0
2014-04-07 21:19:00,BX99,Bronx,3.67,40.55323198193919,False,1.0
2014-04-27 20:55:00,QN98,Queens,3.83,28.048122716230957,False,1.0
2014-04-30 08:25:00,QN37,Queens,2.42,47.6155715890132,True,1.0
2014-04-26 00:56:00,MN15,Manhattan,2.7,19.268419972579057,False,1.0
2014-04-02 17:14:00,MN31,Manhattan,3.14,39.566906307770736,False,1.0
2014-04-26 21:01:00,BK69,Brooklyn,3.97,42.58472376081577,True,1.0
2014-04-25 17:11:00,MN25,Manhattan,3.6,34.926761313213234,True,1.0
2014-04-26 01:23:00,MN13,Manhattan,3.63,36.435434916415545,True,1.0
2014-04-07 10:45:00,MN17,Manhattan,2.38,26.868977176789876,False,1.0
2014-04-29 17:48:00,MN17,Manhattan,3.98,35.448826262523745,True,2.0
2014-04-30 19:47:00,MN17,Manhattan,2.49,29.10562758704773,False,1.0
2014-04-06 21:05:00,QN98,Queens,4.83,37.58132902819278,False,1.0
2014-04-01 06:49:00,MN14,Manhattan,4.34,49.14138150224581,True,3.0
2014-04-13 18:52:00,MN12,Manhattan,4.57,40.39636334385902,False,1.0
2014-04-10 10:23:00,MN17,Manhattan,4.44,33.29442608460423,True,1.0
2014-04-29 17:51:00,MN19,Manhattan,4.57,49.53287260528782,False,4.0
2014-04-02 19:36:00,MN17,Manhattan,1.43,52.55647722601148,True,1.0
2014-04-27 16:20:00,MN13,Manhattan,1.11,38.17832537927982,False,2.0
2014-04-24 22:27:00,MN13,Manhattan,1.13,38.29457828873675,True,2.0
2014-04-22 20:42:00,MN17,Manhattan,4.89,27.97003827128922,True,1.0
2014-04-18 08:52:00,BK75,Brooklyn,3.68,27.034846645704654,False,1.0
2014-04-13 18:36:00,MN13,Manhattan,4.07,36.420107584772374,True,1.0
2014-04-18 13:59:00,QN51,Queens,1.65,55.502876031408505,False,1.0
2014-04-09 10:17:00,MN14,Manhattan,3.85,24.995260775181933,False,1.0
2014-04-02 20:18:00,MN17,Manhattan,3.89,37.0757561105025,True,5.0
2014-04-24 16:23:00,MN19,Manhattan,1.88,27.076799425708032,False,3.0
2014-04-27 22:16:00,MN14,Manhattan,2.27,54.77751284738343,True,1.0
2014-04-11 13:18:00,MN15,Manhattan,4.48,46.03052063887099,False,1.0
2014-04-26 17:44:00,MN14,Manhattan,1.31,55.757432240050534,False,1.0
2014-04-29 13:04:00,MN21,Manhattan,3.31,43.808316696398784,True,1.0
2014-04-30 11:11:00,MN09,Manhattan,2.64,36.28409989688427,False,6.0
2014-04-14 20:18:00,MN15,Manhattan,3.81,26.761510585436724,False,1.0
2014-04-09 10:59:00,MN20,Manhattan,3.69,34.37236672260196,False,3.0
2014-04-11 06:26:00,MN03,Manhattan,1.5,42.93480587285859,True,3.0
2014-04-12 16:52:00,MN13,Manhattan,4.52,28.83504671748289,False,1.0
2014-04-15 20:11:00,MN17,Manhattan,3.27,43.37031013423395,True,3.0
2014-04-17 22:37:00,MN15,Manhattan,4.36,30.909221498418056,True,1.0
2014-04-01 22:07:00,BX28,Bronx,1.72,29.815718305544785,True,1.0
2014-04-18 22:40:00,BK37,Brooklyn,1.49,47.870830597326375,True,3.0
2014-04-11 11:28:00,MN19,Manhattan,2.84,25.723069937200435,False,1.0
2014-04-03 07:13:00,MN40,Manhattan,2.72,43.79960204905208,True,1.0
2014-04-30 19:57:00,MN17,Manhattan,2.2,43.39620816033978,False,1.0
2014-04-29 22:45:00,MN14,Manhattan,2.61,34.4973462537953,True,1.0
2014-04-05 22:39:00,MN13,Manhattan,3.84,25.28384600837108,False,1.0
2014-04-16 07:20:00,MN32,Manhattan,1.81,43.74642138227144,False,3.0
2014-04-10 20:12:00,MN25,Manhattan,4.7,41.44292738468899,True,1.0
2014-04-05 21:51:00,BK38,Brooklyn,2.9,24.6426522784025,True,1.0
2014-04-19 18:10:00,MN13,Manhattan,3.87,26.280085607699945,True,1.0
2014-04-16 16:28:00,MN17,Manhattan,2.31,58.55456791382381,False,1.0
2014-04-09 05:02:00,BK78,Brooklyn,4.37,43.9679928300689,True,1.0
2014-04-04 16:39:00,MN20,Manhattan,2.72,62.274969951360525,True,1.0
2014-04-23 18:58:00,MN17,Manhattan,1.72,25.706029016358436,True,1.0
2014-04-09 17:11:00,MN19,Manhattan,3.29,38.214958989527794,False,2.0
2014-04-25 23:14:00,MN17,Manhattan,4.19,32.64967203234951,False,1.0
2014-04-25 16:46:00,MN32,Manhattan,4.39,26.02889711177331,False,1.0
2014-04-08 21:29:00,QN98,Queens,4.71,26.764021571709236,False,1.0
2014-04-11 11:38:00,MN25,Manhattan,3.26,45.990965398898915,False,1.0
2014-04-06 21:56:00,QN98,Queens,1.74,37.00836801968283,False,2.0
2014-04-08 22:38:00,BK37,Brooklyn,1.29,31.07799688868671,False,1.0
2014-04-11 17:55:00,MN13,Manhattan,3.86,33.792209752281984,True,1.0
2014-04-19 21:59:00,MN15,Manhattan,1.51,44.601797382004065,True,1.0
2014-04-04 22:05:00,MN17,Manhattan,4.6,34.064091769005316,True,2.0
2014-04-15 17:16:00,MN17,Manhattan,4.99,39.87352360077556,False,1.0
2014-04-28 06:16:00,QN98,Queens,2.8,48.81411989770573,False,1.0
2014-04-05 18:45:00,QN98,Queens,4.7,18.73477877879385,True,1.0
2014-04-07 16:29:00,QN98,Queens,1.91,39.661655247434005,True,1.0
2014-04-05 19:55:00,MN31,Manhattan,4.56,39.09796624296305,True,1.0
2014-04-03 20:41:00,MN19,Manhattan,2.28,54.3930183384235,True,1.0
2014-04-02 18:13:00,MN13,Manhattan,4.26,58.29298002249669,False,1.0
2014-04-08 15:14:00,QN98,Queens,1.22,32.931678473668505,False,1.0
2014-04-07 17:26:00,MN17,Manhattan,3.96,41.510921155332646,True,1.0
2014-04-17 17:57:00,QN98,Queens,4.46,30.583953139789713,True,2.0
2014-04-11 18:32:00,QN98,Queens,1.3,27.50970228876957,False,1.0
2014-04-15 23:31:00,MN17,Manhattan,4.12,36.68856000202673,True,2.0
2014-04-30 12:55:00,MN32,Manhattan,3.37,33.613784080148285,True,1.0
2014-04-24 12:59:00,MN20,Manhattan,1.85,39.305304379636276,False,2.0
2014-04-02 13:42:00,MN15,Manhattan,1.64,56.033858972793574,True,1.0
2014-04-01 10:06:00,MN13,Manhattan,1.68,25.67256709351697,True,1.0
2014-04-10 19:23:00,MN17,Manhattan,2.17,52.212537749448316,False,4.0
2014-04-12 20:07:00,MN19,Manhattan,2.84,22.831546735701085,False,1.0
2014-04-23 19:16:00,MN19,Manhattan,4.98,32.725291982573,True,1.0
2014-04-02 18:38:00,MN13,Manhattan,1.03,44.52765794328042,True,1.0
2014-04-15 13:10:00,MN19,Manhattan,4.32,34.076535745907755,True,1.0
2014-04-28 11:51:00,MN17,Manhattan,3.96,31.56413437466894,True,1.0
2014-04-28 09:51:00,BX27,Bronx,3.9,42.85866680558042,False,4.0
2014-04-22 21:15:00,BK42,Brooklyn,1.53,36.371270415186636,True,1.0
2014-04-13 13:44:00,MN50,Manhattan,4.42,37.34310620241874,False,1.0
2014-04-13 00:36:00,MN13,Manhattan,4.9,37.30362663763427,True,1.0
2014-04-28 17:00:00,BK73,Brooklyn,4.8,39.98488891039477,True,1.0
2014-04-08 07:52:00,MN13,Manhattan,1.83,22.86894346264505,True,1.0
2014-04-08 06:05:00,MN19,Manhattan,2.0,41.072680743114844,True,1.0
2014-04-21 21:31:00,BK38,Brooklyn,3.62,24.219246175721747,False,1.0
2014-04-01 08:13:00,MN31,Manhattan,4.84,33.389012879286206,False,3.0
2014-04-23 17:42:00,MN17,Manhattan,2.6,37.367005142434046,True,1.0
2014-04-04 16:05:00,MN17,Manhattan,2.02,43.92643394770125,True,1.0
2014-04-12 13:09:00,MN17,Manhattan,4.54,50.092715328649504,False,1.0
2014-04-18 15:55:00,MN17,Manhattan,1.1,34.08188658247883,True,1.0
2014-04-06 02:46:00,MN03,Manhattan,1.36,40.64711947793353,False,1.0
2014-04-03 16:10:00,MN12,Manhattan,3.06,37.61963491996134,True,1.0
2014-04-21 19:27:00,MN13,Manhattan,2.72,42.355555553975364,True,1.0
2014-04-09 00:20:00,MN17,Manhattan,4.47,33.6985500955285,True,1.0
2014-04-30 15:02:00,MN25,Manhattan,3.39,45.700562340563664,False,1.0
2014-04-11 19:16:00,MN40,Manhattan,2.34,44.167262666937155,False,6.0
2014-04-20 07:37:00,MN17,Manhattan,3.41,24.84318683210281,False,2.0
2014-04-26 15:40:00,MN40,Manhattan,4.72,40.28771854930753,True,1.0
2014-04-25 21:12:00,MN20,Manhattan,4.95,36.48370612954841,False,2.0
2014-04-23 17:19:00,MN13,Manhattan,1.97,35.47514778252183,True,1.0
2014-04-15 17:56:00,MN13,Manhattan,1.88,28.499866231737165,True,2.0
2014-04-12 13:53:00,BK68,Brooklyn,5.0,42.28156940246987,True,1.0
2014-04-04 19:41:00,MN31,Manhattan,1.65,36.62656178162728,True,1.0
2014-04-18 01:23:00,MN17,Manhattan,2.41,63.07957568804041,True,6.0
2014-04-05 16:44:00,BK73,Brooklyn,1.3,41.11885496134165,False,1.0
2014-04-29 22:29:00,MN17,Manhattan,4.53,38.87907133375179,False,2.0
2014-04-30 10:45:00,MN17,Manhattan,1.8,49.499057991681596,False,2.0
2014-04-25 09:00:00,MN17,Manhattan,3.23,28.21517940999185,False,1.0
2014-04-22 19:47:00,MN19,Manhattan,1.08,34.106441577700366,True,2.0
2014-04-26 21:38:00,MN17,Manhattan,1.74,37.67781272378817,True,2.0
2014-04-29 19:34:00,MN19,Manhattan,3.51,39.57708024078769,True,1.0
2014-04-24 17:12:00,MN13,Manhattan,1.68,24.281674492666625,False,3.0
2014-04-08 08:58:00,MN40,Manhattan,3.73,36.513273784107604,True,1.0
2014-04-24 06:46:00,MN13,Manhattan,4.37,43.36485710457098,True,1.0
2014-04-29 13:47:00,MN12,Manhattan,1.8,43.38000423103978,False,1.0
2014-04-05 19:16:00,MN09,Manhattan,1.2,36.42409508163877,False,1.0
2014-04-26 12:45:00,MN40,Manhattan,3.61,33.446928681721104,True,1.0
2014-04-08 17:52:00,MN17,Manhattan,3.88,27.23847700300427,True,1.0
2014-04-10 17:29:00,MN17,Manhattan,2.38,31.970450137826276,False,3.0
2014-04-10 08:40:00,MN19,Manhattan,3.04,54.83037407016941,False,2.0
2014-04-03 21:23:00,MN14,Manhattan,2.21,33.075893336005635,True,2.0
2014-04-21 16:54:00,MN25,Manhattan,1.2,47.98288983252857,True,1.0
2014-04-16 23:49:00,MN13,Manhattan,2.8,45.12928666626657,False,1.0
2014-04-21 18:14:00,MN40,Manhattan,3.81,33.97389276453504,True,3.0
2014-04-29 16:26:00,MN20,Manhattan,3.37,39.88923844611938,True,3.0
2014-04-30 16:18:00,MN40,Manhattan,1.27,35.86366107153092,True,1.0
2014-04-28 20:34:00,MN25,Manhattan,1.27,36.97300633117936,True,2.0
2014-04-17 16:49:00,MN17,Manhattan,4.89,38.03664656119782,True,1.0
2014-04-12 19:32:00,MN17,Manhattan,3.79,33.59607884664239,False,3.0
2014-04-30 16:40:00,MN25,Manhattan,4.65,29.41899186953392,False,1.0
2014-04-10 07:48:00,MN12,Manhattan,3.22,37.3360949937964,True,3.0
2014-04-22 07:44:00,MN50,Manhattan,4.7,32.577593800355146,True,1.0
2014-04-17 10:37:00,MN13,Manhattan,2.0,49.40748411972564,True,3.0
2014-04-26 13:14:00,QN70,Queens,1.51,40.90234342241861,True,1.0
2014-04-05 22:50:00,MN25,Manhattan,3.59,32.77065326609294,False,2.0
2014-04-25 09:35:00,MN40,Manhattan,2.38,44.06926426178748,True,1.0
2014-04-25 18:10:00,MN31,Manhattan,2.22,35.93294349504461,False,2.0
2014-04-11 11:53:00,MN17,Manhattan,1.77,47.05667628890606,True,3.0
2014-04-16 22:20:00,MN12,Manhattan,1.11,36.13580076873378,True,1.0
2014-04-10 16:19:00,MN17,Manhattan,1.06,30.449046188361223,True,2.0
2014-04-23 08:16:00,MN15,Manhattan,1.37,53.51038351522922,True,1.0
2014-04-27 03:47:00,MN19,Manhattan,1.6,44.01334717499257,False,1.0
2014-04-30 06:49:00,MN17,Manhattan,1.67,36.15901773565459,False,1.0
2014-04-19 23:34:00,MN13,Manhattan,4.67,28.60826333171166,False,1.0
2014-04-15 20:26:00,MN19,Manhattan,2.28,41.522128241082285,True,1.0
2014-04-25 18:35:00,MN13,Manhattan,4.59,27.25376385138205,False,1.0
